price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year_sold,month_sold
729953.0,5.0,2.25,3230.0,5167.0,1.5,No,No,4,8,2000,1230,1909,0,98133,47.7053,-122.34,1509,1626,2015,4
464950.0,3.0,1.5,1200.0,890.0,2.0,No,No,3,8,1030,170,2008,0,98109,47.6384,-122.342,1230,2120,2014,7
620000.0,4.0,1.75,1920.0,18800.0,1.0,No,,3,8,2350,0,1959,0,98005,47.5904,-122.177,3050,14640,2014,11
735000.0,4.0,3.5,3100.0,5600.0,2.0,No,No,3,9,3100,0,2005,0,98075,47.5968,-121.978,3080,5600,2015,1
450000.0,4.0,2.25,2040.0,9565.0,1.0,No,No,3,8,1400,640,1959,0,98133,47.7356,-122.335,1890,8580,2015,4
450000.0,4.0,1.0,2000.0,4676.0,1.5,No,No,3,7,1250,750,1916,1986,98118,47.5529,-122.268,1140,4676,2014,6
842500.0,4.0,2.5,2160.0,5298.0,2.5,No,No,4,9,2160,0,1902,0,98122,47.6106,-122.31,1720,2283,2014,5
360000.0,3.0,2.0,1970.0,79714.0,1.0,No,No,3,7,1070,900,1979,0,98058,47.4674,-122.107,1890,36626,2014,10
585000.0,3.0,2.5,2270.0,100545.0,2.0,No,No,3,8,2270,0,1998,0,98070,47.4815,-122.47,1277,100545,2014,6
461000.0,3.0,2.25,1850.0,7923.0,1.0,No,No,4,7,1150,700,1977,0,98033,47.7011,-122.171,1780,7420,2014,8
345000.0,2.0,1.0,1350.0,4494.0,1.0,No,No,3,7,920,430,1949,0,98126,47.5315,-122.38,1470,5225,2014,8
1075000.0,3.0,2.25,3280.0,10302.0,1.0,No,No,3,10,1680,1600,1970,0,98115,47.6948,-122.286,1550,6300,2014,7
643000.0,4.0,2.5,2270.0,8391.0,2.0,No,No,3,8,2270,0,1988,0,98029,47.574,-122.013,2420,8391,2015,2
690000.0,4.0,2.5,2820.0,8307.0,2.0,No,No,3,9,2820,0,1990,0,98074,47.6253,-122.027,2820,8307,2014,9
282000.0,4.0,1.0,1200.0,11111.0,1.5,No,No,3,7,1200,0,1949,0,98155,47.7529,-122.306,1350,9113,2015,4
549000.0,3.0,1.75,2000.0,6130.0,1.0,No,No,4,8,1120,880,1951,0,98117,47.6925,-122.388,2140,7150,2014,11
815000.0,3.0,2.0,2310.0,6000.0,2.0,No,Yes,4,9,1560,750,1926,0,98199,47.648,-122.395,2000,6000,2015,1
2200000.0,5.0,4.25,4640.0,22703.0,2.0,Yes,,5,8,2860,1780,1952,0,98052,47.6393,-122.097,3140,14200,2015,5
700000.0,3.0,2.25,2330.0,11424.0,2.0,No,No,4,8,2330,0,1984,0,98052,47.6386,-122.11,2050,11448,2015,4
933399.0,3.0,2.5,3940.0,10360.0,2.0,No,No,3,9,3110,830,1992,0,98052,47.6468,-122.116,2720,11941,2014,7
290000.0,3.0,1.0,1440.0,11250.0,1.0,No,No,3,7,1440,0,1967,0,98055,47.4627,-122.213,2200,11250,2014,7
372000.0,4.0,1.75,1960.0,9300.0,1.0,No,No,5,7,1340,620,1979,0,98045,47.4487,-121.772,1500,9752,2014,5
450000.0,2.0,1.75,1250.0,7620.0,1.0,No,No,4,7,790,460,1920,0,98103,47.6795,-122.353,1500,3225,2014,8
303700.0,3.0,2.5,1981.0,5700.0,2.0,No,No,3,8,1981,0,2010,0,98030,47.3668,-122.178,1981,5894,2014,9
672000.0,4.0,2.5,2440.0,10049.0,2.0,No,No,4,9,2440,0,1989,0,98029,47.5744,-121.993,2820,8484,2014,7
334000.0,4.0,2.25,1920.0,9360.0,1.5,No,No,3,6,1150,0,1970,0,98034,47.7197,-122.173,1480,8155,2014,6
260000.0,2.0,1.0,1120.0,7620.0,1.0,No,No,3,6,1120,0,1944,0,98178,47.4979,-122.241,1270,6875,2014,6
330000.0,4.0,2.25,2380.0,122038.0,2.0,No,No,4,8,2380,0,1984,0,98022,47.2624,-122.015,2030,48000,2014,12
830000.0,5.0,3.0,2920.0,2808.0,2.0,No,No,3,8,2140,780,1960,1992,98103,47.654,-122.342,1620,1544,2014,10
1131000.0,3.0,2.25,1920.0,13791.0,1.0,No,,3,8,2790,0,2006,0,98166,47.4389,-122.351,2720,12600,2014,7
320000.0,3.0,1.0,1560.0,7552.0,1.0,No,No,4,6,910,650,1948,0,98155,47.7552,-122.327,1200,8152,2014,7
260000.0,2.0,1.0,1550.0,15250.0,1.5,No,No,5,7,1550,0,1920,0,98038,47.407,-122.045,1520,34929,2015,4
225000.0,3.0,2.0,1700.0,11475.0,1.0,No,No,5,6,970,730,1945,0,98146,47.4851,-122.338,1560,11475,2014,6
279200.0,1.0,1.0,1920.0,6350.0,1.0,No,No,3,5,640,0,1939,0,98117,47.6976,-122.359,1270,6350,2014,9
520000.0,4.0,3.5,2680.0,10000.0,2.0,No,No,3,8,2040,640,1942,2014,98125,47.726000000000006,-122.296,1530,8000,2014,5
505000.0,3.0,2.5,1860.0,7620.0,2.0,No,No,4,8,1860,0,1987,0,98029,47.5674,-122.017,1850,4661,2014,6
234000.0,3.0,1.75,1490.0,8366.0,1.0,No,No,4,7,1010,480,1975,0,98042,47.375,-122.14,1490,7469,2014,5
503000.0,4.0,2.25,2470.0,7620.0,2.0,No,No,3,9,2470,0,2005,0,98155,47.7728,-122.271,2790,5583,2014,9
606000.0,4.0,2.25,2390.0,8858.0,1.0,No,No,4,8,1740,650,1979,0,98033,47.6925,-122.184,2240,8858,2014,8
433500.0,3.0,1.0,1230.0,6000.0,1.0,No,No,4,7,780,450,1937,0,98115,47.6839,-122.281,1570,5000,2014,7
250000.0,3.0,1.5,2840.0,10182.0,1.0,No,No,3,8,1510,1330,1951,0,98056,47.524,-122.2,2210,9669,2015,1
719000.0,3.0,2.5,2120.0,9307.0,2.0,No,No,4,9,2120,0,1984,0,98006,47.5477,-122.141,2290,11524,2014,8
381000.0,3.0,2.0,1770.0,14400.0,1.0,No,No,4,8,1770,0,1959,0,98166,47.415,-122.337,1900,14400,2014,12
267000.0,3.0,2.5,1920.0,4400.0,2.0,No,No,3,8,2495,0,2007,0,98001,47.288,-122.283,2434,4400,2014,5
275000.0,1.0,0.75,1170.0,14149.0,1.0,No,No,5,7,880,290,1962,0,98022,47.2653,-121.91,1130,24513,2014,5
651000.0,4.0,2.5,2740.0,7140.0,2.0,No,No,3,8,2740,0,1993,0,98074,47.6334,-122.021,2260,7035,2014,5
439000.0,2.0,1.0,1050.0,5671.0,1.0,No,No,3,7,850,200,1949,0,98115,47.6767,-122.286,1850,5243,2015,2
325000.0,2.0,1.0,1920.0,5070.0,1.0,No,No,4,7,1130,0,1955,0,98146,47.5141,-122.377,860,6300,2015,2
490000.0,2.0,1.0,880.0,6380.0,1.0,No,No,3,7,880,0,1938,1994,98115,47.6924,-122.322,1340,6380,2014,5
519900.0,4.0,2.5,1920.0,6172.0,2.0,No,No,3,9,2403,0,1999,0,98028,47.7361,-122.234,2380,6075,2014,10
545000.0,4.0,2.75,3410.0,35040.0,2.0,No,No,3,9,3410,0,1984,0,98038,47.4054,-122.03,2580,37263,2014,7
1062500.0,4.0,4.0,5320.0,20041.0,2.0,No,No,3,11,5320,0,2003,0,98075,47.5852,-121.966,4640,17268,2014,7
542000.0,4.0,1.75,1900.0,8250.0,1.0,No,No,4,7,950,950,1955,0,98006,47.5765,-122.147,1480,8360,2014,5
465000.0,4.0,1.75,1810.0,21650.0,2.0,No,No,4,7,1810,0,1961,0,98077,47.7358,-122.076,2700,29680,2014,12
408000.0,2.0,2.0,1200.0,7620.0,1.0,No,No,3,8,1200,0,2006,0,98053,47.72,-122.024,1440,5580,2015,3
292000.0,4.0,2.5,2060.0,5950.0,2.0,No,No,3,8,2060,0,2000,0,98030,47.3631,-122.192,2242,6406,2014,12
253000.0,3.0,1.75,1250.0,10122.0,1.0,No,No,3,7,1250,0,1994,0,98010,47.3277,-122.001,1980,10175,2014,5
280000.0,2.0,1.0,910.0,4662.0,1.0,No,No,5,6,910,0,1942,0,98106,47.5232,-122.354,890,6050,2014,9
658588.0,3.0,2.25,2560.0,41346.0,2.0,No,No,3,10,2560,0,1986,0,98027,47.4871,-122.065,3040,35395,2014,6
635000.0,4.0,2.25,1920.0,8910.0,1.0,No,No,4,8,1200,720,1969,0,98005,47.5897,-122.156,2250,8800,2014,12
439000.0,4.0,2.25,2240.0,8300.0,2.0,No,No,3,8,2240,0,1978,0,98011,47.7746,-122.197,2340,8500,2014,10
300000.0,3.0,2.5,1260.0,3855.0,2.0,No,No,3,8,1260,0,1999,0,98059,47.4908,-122.154,1310,3344,2014,8
345000.0,3.0,2.25,1920.0,13496.0,1.0,No,No,4,8,1360,0,1960,0,98198,47.4032,-122.314,1900,10538,2015,2
283500.0,4.0,2.25,2100.0,8050.0,2.0,No,No,3,8,2100,0,1978,0,98055,47.4391,-122.193,2190,7700,2014,8
425000.0,2.0,1.0,2110.0,4920.0,1.5,No,No,3,7,1460,650,1911,0,98103,47.6872,-122.339,1390,4732,2014,9
685000.0,3.0,1.75,2210.0,8955.0,1.0,No,Yes,3,8,1560,650,1974,0,98033,47.6621,-122.189,2210,8976,2015,3
750000.0,3.0,2.25,2360.0,12987.0,2.0,No,No,3,8,2360,0,1983,0,98006,47.5471,-122.149,2480,11665,2015,4
245000.0,4.0,1.5,1920.0,8000.0,1.0,No,No,3,6,1280,0,1960,0,98178,47.4949,-122.255,1420,8211,2015,4
585444.0,6.0,3.75,2740.0,6924.0,1.0,No,,3,7,1640,1100,1962,0,98144,47.5816,-122.296,1940,6000,2015,4
706000.0,4.0,2.5,2740.0,7571.0,2.0,No,No,3,9,2740,0,2009,0,98033,47.6962,-122.179,2880,7203,2014,9
445000.0,4.0,2.0,2630.0,7620.0,1.5,No,No,3,7,1830,800,1944,2009,98146,47.5067,-122.361,1430,6825,2014,8
241000.0,3.0,2.0,1650.0,6000.0,1.0,No,No,3,7,1650,0,1990,0,98023,47.2904,-122.353,1870,6000,2015,2
1175000.0,2.0,2.5,1770.0,7155.0,2.0,Yes,,3,8,1770,0,1957,2004,98155,47.7345,-122.285,2410,10476,2015,5
530000.0,3.0,1.0,1500.0,5750.0,1.5,No,No,4,7,1050,450,1927,0,98126,47.5677,-122.376,1500,5060,2015,2
350000.0,3.0,1.5,1430.0,12199.0,1.0,No,No,3,7,1130,300,1948,0,98133,47.7352,-122.33,1490,8196,2015,3
1700000.0,4.0,3.75,3190.0,17186.0,2.0,Yes,,3,10,3190,0,1999,0,98178,47.5115,-122.246,2290,13496,2015,4
389000.0,3.0,1.0,1280.0,9630.0,1.0,No,No,3,7,1280,0,1968,0,98072,47.7677,-122.163,1300,9453,2015,4
799000.0,4.0,2.75,1920.0,6820.0,2.0,No,No,4,7,2140,250,1945,0,98115,47.6788,-122.27,1980,6820,2014,11
1400000.0,4.0,2.5,4040.0,9630.0,1.0,No,,4,9,2020,2020,1951,0,98199,47.6408,-122.41,3160,8025,2014,8
340895.0,2.0,1.0,920.0,8612.0,1.0,No,No,5,7,920,0,1947,0,98155,47.734,-122.301,1500,7956,2014,12
780000.0,4.0,2.5,2730.0,10281.0,2.0,No,,3,9,2730,0,1996,0,98074,47.6227,-122.029,2750,7220,2014,5
350000.0,2.0,1.5,1320.0,73600.0,1.0,No,No,3,7,1320,0,1993,0,98001,47.2755,-122.271,1320,33600,2014,12
470000.0,3.0,2.5,2620.0,4874.0,2.0,No,No,3,7,2620,0,1999,0,98065,47.5328,-121.879,2360,4231,2015,2
914600.0,4.0,3.0,3180.0,80837.0,2.0,No,No,3,11,3180,0,1985,0,98072,47.7336,-122.134,3180,38715,2015,1
354000.0,4.0,2.5,2900.0,4762.0,2.0,No,No,3,8,2900,0,2005,0,98042,47.3663,-122.129,2900,5173,2014,9
470000.0,5.0,2.0,1900.0,6000.0,1.5,No,No,4,6,1900,0,1920,0,98033,47.6831,-122.186,2110,8400,2015,2
715000.0,3.0,2.0,1760.0,5400.0,1.0,No,No,5,7,1160,600,1927,0,98103,47.6558,-122.331,1640,5400,2014,7
265000.0,2.0,1.0,760.0,7620.0,1.0,No,No,4,6,760,0,1950,0,98108,47.5466,-122.304,1640,4500,2014,10
2537000.0,4.0,3.0,3710.0,20000.0,2.0,No,,5,10,2760,950,1936,0,98105,47.6696,-122.261,3970,20000,2015,3
640000.0,3.0,1.0,1530.0,4944.0,1.0,No,No,3,7,1530,0,1950,0,98103,47.6857,-122.341,1500,4944,2014,8
290000.0,4.0,1.75,1990.0,18900.0,2.0,No,No,4,7,1870,120,1929,0,98168,47.5131,-122.313,1710,12400,2014,11
480000.0,5.0,4.75,3830.0,35000.0,1.0,No,No,3,8,2130,1700,1976,0,98077,47.7597,-122.079,2750,36150,2014,5
535000.0,3.0,2.0,2040.0,5600.0,1.0,No,Yes,5,7,1120,920,1954,0,98144,47.5959,-122.293,2120,4958,2014,8
907000.0,3.0,1.75,1920.0,12220.0,1.0,No,No,5,8,2170,0,1965,0,98033,47.6537,-122.195,1980,9000,2014,8
459000.0,3.0,1.75,1620.0,7330.0,1.0,No,No,4,7,1090,530,1974,0,98034,47.7148,-122.213,1380,7191,2014,6
1355000.0,3.0,2.5,1920.0,21399.0,1.0,No,,3,9,2310,1290,1950,2007,98008,47.6191,-122.099,2830,17559,2015,4
264950.0,3.0,1.5,1470.0,11599.0,1.0,No,No,3,7,1070,400,1967,0,98030,47.3632,-122.188,1580,9760,2015,3
352950.0,3.0,1.0,1760.0,3000.0,1.5,No,No,1,6,1760,0,1900,0,98103,47.6598,-122.348,1320,1266,2014,11
1229000.0,4.0,3.5,3770.0,37034.0,2.0,No,No,3,10,2830,940,1989,0,98007,47.6463,-122.151,3200,36342,2014,6
566000.0,3.0,2.25,2090.0,6294.0,2.0,No,No,3,9,2090,0,2004,0,98052,47.68600000000001,-122.095,2520,5735,2015,3
290000.0,3.0,2.25,1500.0,7308.0,1.0,No,No,4,7,1210,290,1968,0,98055,47.4621,-122.187,1480,7400,2014,8
5350000.0,5.0,5.0,8000.0,23985.0,2.0,No,,3,12,6720,1280,2009,0,98004,47.6232,-122.22,4600,21750,2015,4
180000.0,3.0,1.0,870.0,5330.0,1.0,No,No,3,6,870,0,1969,2014,98042,47.369,-122.077,840,5200,2014,5
215000.0,2.0,1.0,1010.0,6000.0,1.0,No,No,4,6,1010,0,1944,0,98133,47.771,-122.353,1610,7313,2014,8
302000.0,2.0,1.0,1010.0,6000.0,1.0,No,No,4,6,1010,0,1944,0,98133,47.771,-122.353,1610,7313,2015,2
352500.0,3.0,1.75,1860.0,7881.0,1.0,No,No,3,7,1160,700,1986,0,98198,47.3855,-122.322,1490,7527,2015,4
235867.0,4.0,2.0,1330.0,7620.0,1.0,No,No,4,5,1330,0,1942,0,98056,47.496,-122.19,1150,5485,2014,6
382000.0,3.0,2.25,1800.0,4500.0,2.0,No,No,3,7,1800,0,1995,0,98019,47.7462,-121.98,1760,6589,2015,3
515000.0,5.0,2.5,1690.0,2402.0,1.5,No,No,3,7,990,700,1930,0,98117,47.6903,-122.38,1200,4005,2015,4
672500.0,3.0,2.25,2400.0,5300.0,1.5,No,No,4,7,1250,1150,1939,0,98117,47.6876,-122.384,1540,4800,2014,6
755000.0,3.0,2.25,3020.0,13031.0,2.0,No,No,3,9,3020,0,1989,0,98052,47.6897,-122.098,2480,10204,2014,10
707500.0,3.0,1.0,1500.0,2555.0,2.0,No,,3,7,1500,0,1910,0,98109,47.627,-122.353,1820,2555,2015,3
459000.0,4.0,2.25,1560.0,3840.0,1.0,No,No,4,6,960,600,1924,0,98117,47.6882,-122.365,1560,4800,2014,8
140000.0,3.0,1.0,1090.0,10620.0,1.5,No,No,3,7,1090,0,1959,0,98032,47.3748,-122.294,1380,10620,2015,2
495000.0,2.0,1.0,970.0,4284.0,1.0,No,No,3,7,970,0,1905,0,98103,47.6667,-122.333,2050,4284,2014,8
757000.0,3.0,3.25,3190.0,5283.0,2.0,No,No,3,9,3190,0,2007,0,98029,47.5534,-122.002,2950,5198,2014,5
765000.0,3.0,2.25,3190.0,5283.0,2.0,No,No,3,9,3190,0,2007,0,98029,47.5534,-122.002,2950,5198,2015,1
359000.0,4.0,1.5,1890.0,7620.0,1.0,No,No,4,7,1890,0,1955,0,98125,47.7055,-122.3,1510,6072,2014,9
440000.0,3.0,1.0,1050.0,7500.0,1.0,No,No,3,6,1050,0,1900,0,98136,47.5473,-122.396,1380,7500,2014,6
400000.0,4.0,1.5,1390.0,7200.0,1.0,No,No,3,7,1140,250,1965,0,98133,47.7224,-122.332,1630,7702,2014,5
652000.0,3.0,2.0,1700.0,4080.0,1.0,No,No,4,7,850,850,1941,0,98117,47.6785,-122.393,1480,5100,2015,3
260000.0,3.0,1.75,1050.0,5850.0,1.0,No,No,3,7,1050,0,1980,0,98166,47.4574,-122.358,1220,8880,2014,5
1328000.0,5.0,3.0,3340.0,10796.0,1.0,No,,3,9,2120,1220,1964,1990,98040,47.5421,-122.229,3290,12955,2015,4
519500.0,4.0,2.0,1540.0,17859.0,1.0,No,No,3,6,1540,0,1964,0,98027,47.5326,-122.032,1390,9688,2015,2
650000.0,3.0,1.0,1710.0,5992.0,1.5,No,No,4,7,1560,150,1928,0,98103,47.6861,-122.354,1240,3001,2014,10
280000.0,4.0,2.25,2100.0,8075.0,2.0,No,No,3,8,2100,0,1978,0,98003,47.3251,-122.329,2100,7464,2015,3
515000.0,4.0,1.75,1730.0,7980.0,1.0,No,No,4,8,1730,0,1965,0,98007,47.6219,-122.138,2080,8400,2014,9
400000.0,3.0,2.25,1500.0,2692.0,2.0,No,No,3,7,1500,0,1986,0,98034,47.7159,-122.203,1470,2418,2015,3
652100.0,3.0,2.5,2380.0,5017.0,2.0,No,No,3,9,2380,0,2003,0,98074,47.6297,-122.021,2670,6066,2015,4
235000.0,6.0,3.0,2180.0,7956.0,2.0,No,No,3,7,2180,0,1980,0,98003,47.3054,-122.305,2214,7684,2014,6
701000.0,4.0,1.5,1840.0,10080.0,2.0,No,No,3,8,1840,0,1907,0,98118,47.5575,-122.279,1830,5040,2015,4
640000.0,4.0,2.5,2341.0,9594.0,2.0,No,No,3,9,2341,0,1997,0,98052,47.6993,-122.115,2850,9421,2014,6
455800.0,3.0,2.5,1690.0,4584.0,2.0,No,No,3,7,1690,0,2002,0,98053,47.6866,-122.043,1600,3164,2014,7
504750.0,3.0,2.5,1920.0,21937.0,2.0,No,No,3,8,2490,0,1993,0,98014,47.6442,-121.898,2450,21937,2014,12
483000.0,3.0,3.0,2440.0,15540.0,2.0,No,No,3,9,2440,0,1992,0,98074,47.6104,-122.06,2440,15283,2014,7
530000.0,3.0,0.75,920.0,20412.0,1.0,Yes,,5,6,920,0,1950,0,98070,47.4781,-122.49,1162,54705,2014,12
250000.0,2.0,1.0,1030.0,8786.0,1.0,No,No,3,6,1030,0,1956,0,98146,47.4814,-122.341,1480,8121,2014,7
229950.0,5.0,2.75,2000.0,7620.0,1.0,No,No,3,7,1260,740,1994,0,98023,47.3155,-122.347,1960,6514,2014,9
884744.0,4.0,2.25,4210.0,9414.0,2.0,No,No,3,9,4210,0,2001,0,98074,47.6067,-122.022,3950,8880,2014,7
514000.0,3.0,1.5,1610.0,9964.0,1.0,No,No,3,7,1080,530,1977,0,98052,47.6681,-122.143,1610,9964,2015,4
532000.0,3.0,2.25,1910.0,35015.0,1.0,No,No,4,8,1430,480,1977,0,98027,47.4672,-122.006,2340,36680,2015,5
420000.0,2.0,1.0,820.0,7620.0,1.0,No,,5,6,820,0,1922,0,98126,47.5649,-122.38,1410,5750,2014,8
521000.0,3.0,1.75,1730.0,18250.0,1.0,No,No,3,8,1730,0,1988,0,98011,47.737,-122.201,2180,10027,2014,11
577000.0,4.0,2.25,2360.0,7490.0,2.0,No,No,3,8,2360,0,1979,0,98033,47.6988,-122.169,2360,7490,2015,2
425000.0,3.0,1.0,970.0,8040.0,1.0,No,No,3,7,970,0,1956,0,98007,47.603,-122.132,1250,7000,2014,9
495000.0,4.0,2.5,2460.0,4862.0,2.0,No,No,3,8,2460,0,2004,0,98028,47.7719,-122.235,2900,4895,2014,10
340000.0,3.0,2.5,2690.0,8577.0,2.0,No,No,3,9,2690,0,1987,0,98023,47.3026,-122.351,2570,8066,2014,10
499950.0,3.0,3.5,1820.0,1991.0,2.0,No,No,3,8,1430,390,2014,0,98144,47.596,-122.298,1550,1460,2014,9
1218000.0,4.0,3.0,3470.0,4750.0,2.0,No,,3,9,2370,1100,2014,0,98116,47.5917,-122.386,2420,4761,2015,3
720000.0,4.0,2.75,3370.0,7634.0,1.0,No,,5,8,2110,1260,1977,0,98056,47.5259,-122.204,2460,7634,2015,2
249000.0,3.0,1.5,1700.0,8247.0,1.0,No,No,3,7,1010,690,1970,0,98031,47.4216,-122.174,1440,8400,2015,3
206135.0,3.0,1.0,1340.0,11070.0,1.0,No,No,4,7,1340,0,1978,0,98030,47.3527,-122.178,1650,7630,2014,6
300000.0,5.0,2.75,2000.0,9276.0,2.0,No,No,4,7,2000,0,1968,0,98055,47.444,-122.19,1240,8270,2014,10
612000.0,6.0,3.0,3840.0,14040.0,1.5,No,,3,8,2460,1380,1949,0,98178,47.506,-122.241,2170,6765,2015,3
1102030.0,5.0,2.5,3890.0,27311.0,2.0,No,,3,10,3890,0,1950,1990,98177,47.7291,-122.363,3160,22641,2014,11
230000.0,4.0,2.0,1220.0,9100.0,1.5,No,No,4,7,1220,0,1970,0,98023,47.2964,-122.376,1160,7700,2015,2
850000.0,3.0,1.0,1920.0,4600.0,1.0,No,,3,8,1250,1030,1936,0,98119,47.6378,-122.372,1910,4000,2015,5
355000.0,4.0,2.5,2770.0,7000.0,1.0,No,No,4,7,1940,830,1979,0,98001,47.3396,-122.256,2140,7684,2014,9
442000.0,4.0,2.5,2520.0,7253.0,2.0,No,No,3,9,2520,0,1990,0,98059,47.5148,-122.159,2570,8359,2014,6
399000.0,4.0,3.0,3060.0,5000.0,2.0,No,No,3,8,3060,0,2001,0,98042,47.3786,-122.126,3060,5668,2014,6
360000.0,4.0,2.5,2390.0,7115.0,2.0,No,No,3,9,2390,0,1999,0,98092,47.2593,-122.222,2600,7916,2014,11
390000.0,3.0,1.75,1320.0,7725.0,1.0,No,No,3,8,1320,0,1978,0,98058,47.4425,-122.133,2020,7210,2015,2
413000.0,5.0,2.5,2900.0,8711.0,1.0,No,No,3,8,1650,1250,1977,0,98011,47.7752,-122.197,2340,8869,2015,3
190000.0,2.0,1.0,700.0,9500.0,1.0,No,No,3,6,700,0,1951,0,98118,47.5294,-122.276,1020,5617,2015,2
432900.0,3.0,2.5,2210.0,9226.0,2.0,No,No,3,8,2210,0,1998,0,98045,47.4849,-121.782,2430,8902,2014,10
621138.0,3.0,2.25,2180.0,7741.0,2.0,No,No,3,9,2180,0,1986,0,98074,47.6482,-122.072,2300,8581,2014,5
270000.0,3.0,2.25,2080.0,4252.0,1.5,No,No,3,7,1550,530,2003,0,98042,47.4203,-122.157,2080,2275,2014,6
610000.0,4.0,2.25,2090.0,35040.0,1.0,No,No,3,8,1490,600,1980,0,98075,47.5739,-122.032,2910,21132,2015,1
500000.0,3.0,2.0,1720.0,5525.0,1.0,No,,5,7,960,760,1941,0,98108,47.559,-122.298,1760,5525,2014,6
715000.0,4.0,2.25,2460.0,40635.0,1.0,No,No,5,8,2460,0,1968,0,98053,47.6627,-122.032,2250,40635,2014,8
264000.0,3.0,1.5,1470.0,14821.0,1.0,No,No,4,7,1470,0,1958,0,98042,47.3658,-122.148,1760,15370,2014,5
550000.0,3.0,2.25,1650.0,3200.0,1.5,No,No,3,8,1650,0,1901,0,98102,47.6209,-122.317,1500,2400,2014,8
337000.0,3.0,2.0,1690.0,9087.0,1.0,No,No,3,8,1690,0,1997,0,98042,47.3724,-122.108,2090,8100,2014,10
170000.0,3.0,1.0,970.0,8710.0,1.0,No,No,4,6,970,0,1962,0,98198,47.4167,-122.302,1280,11805,2015,5
405000.0,4.0,2.5,2030.0,9095.0,1.0,No,No,4,7,1130,900,1972,0,98034,47.7321,-122.185,1940,8000,2014,8
775000.0,4.0,2.5,2540.0,28563.0,1.0,No,No,3,10,2540,0,1984,0,98052,47.7185,-122.114,2790,20301,2014,9
425000.0,3.0,2.25,1570.0,7475.0,1.0,No,No,4,7,1200,370,1983,0,98034,47.7223,-122.174,1700,7230,2014,8
713000.0,5.0,2.75,2580.0,9242.0,2.0,No,,4,8,1720,860,1967,0,98007,47.5943,-122.133,2240,9316,2014,9
555000.0,5.0,2.5,2090.0,8712.0,1.0,No,No,3,8,1420,670,1966,0,98008,47.5968,-122.127,2490,8712,2014,11
810000.0,4.0,2.5,3260.0,5608.0,2.0,No,No,3,9,3260,0,2003,0,98029,47.5453,-121.995,3010,5608,2015,5
1250000.0,4.0,3.75,3830.0,41263.0,2.0,No,No,4,11,3830,0,1990,0,98077,47.7237,-122.042,5600,56568,2014,8
409900.0,3.0,2.5,1690.0,1200.0,2.0,No,No,3,8,1410,280,2013,0,98106,47.5389,-122.367,1690,1760,2015,3
935000.0,2.0,2.5,1780.0,2067.0,2.0,No,No,5,9,1780,0,1974,0,98004,47.6132,-122.21,2320,2067,2014,6
657500.0,4.0,1.75,1620.0,7560.0,1.0,No,,4,7,1380,240,1947,0,98117,47.6981,-122.4,2170,8650,2015,4
900000.0,6.0,3.75,4210.0,6105.0,2.0,No,No,3,9,3280,930,2008,0,98059,47.5211,-122.157,3820,6368,2015,4
932800.0,5.0,3.25,2980.0,7620.0,2.5,No,No,3,9,2980,0,1998,2007,98115,47.6919,-122.294,1670,7140,2015,4
391000.0,3.0,2.0,1490.0,9000.0,1.0,No,No,4,8,1490,0,1977,0,98006,47.5455,-122.184,2190,9000,2015,4
420000.0,4.0,2.5,2110.0,9825.0,2.0,No,No,3,8,2110,0,2000,0,98059,47.4979,-122.153,1650,9900,2014,12
1300000.0,6.0,3.5,1920.0,32670.0,2.0,No,No,3,10,5153,1410,2002,0,98005,47.6078,-122.157,2610,22651,2014,11
415000.0,3.0,1.5,1510.0,16800.0,1.0,No,No,5,8,1510,0,1956,0,98133,47.751000000000005,-122.338,1560,7276,2015,4
350000.0,3.0,1.75,1830.0,9425.0,1.0,No,No,3,8,1590,240,1946,0,98146,47.5038,-122.379,1670,8430,2015,2
375000.0,2.0,1.0,1230.0,1820.0,2.0,No,No,4,7,830,400,1948,0,98107,47.6684,-122.401,1660,3056,2014,6
860000.0,3.0,1.75,1920.0,14135.0,1.0,No,,5,8,1300,880,1947,0,98033,47.673,-122.187,3540,10318,2014,11
495000.0,4.0,2.25,2220.0,8872.0,1.0,No,No,4,8,1110,1110,1961,0,98006,47.5491,-122.17,2220,9106,2014,6
250000.0,4.0,2.25,1730.0,8400.0,1.0,No,No,3,7,1730,0,1962,0,98001,47.3386,-122.288,1550,7920,2015,4
365000.0,4.0,2.25,1990.0,21312.0,1.0,No,No,4,8,1990,0,1968,0,98058,47.43899999999999,-122.144,2400,19210,2014,10
503000.0,3.0,2.75,1540.0,6760.0,1.0,No,No,5,7,1210,330,1980,0,98034,47.7163,-122.212,1540,7416,2014,5
150000.0,2.0,1.0,1100.0,7200.0,1.0,No,No,4,6,1100,0,1944,0,98058,47.4752,-122.172,1390,7200,2015,3
450000.0,4.0,1.75,1640.0,1480.0,1.0,No,No,4,7,820,820,1912,0,98105,47.6684,-122.314,1420,2342,2014,10
355000.0,4.0,3.0,2590.0,7213.0,2.0,No,No,3,8,2590,0,2001,0,98001,47.2609,-122.289,2550,6800,2014,12
245000.0,3.0,2.0,1920.0,9333.0,2.0,No,No,4,7,1450,0,1972,0,98003,47.346,-122.315,1910,7701,2014,10
